POSTALCODE,ADDRESS,NAME,LONGITUDE,LATITUDE
398693,36 LORONG 22 GEYLANG HOTEL COMPASS,Hotel Compass,103.881857093942,1.31098803420072
399199,44 LORONG 6 GEYLANG K HOTEL,Hotel Duke,103.876502270744,1.30999412779164
198715,747 NORTH BRIDGE ROAD,HOTEL JJH,103.859038439232,1.30320051788374
98271,12 Sentosa Gateway,Hotel Ora,103.819026715795,1.25602110299293
188553,12 Queen Street,Hotel Royal @ Queens,103.852133093109,1.29752625749619
68876,35 Robinson Road,Hotel Telegraph,103.849654800023,1.27992196206236
387446,123 SIMS AVENUE,ibis budget Singapore Gold,103.877800176625,1.3142964152991
188966,80 Middle Road,InterContinental Singapore,103.854867046362,1.29846962637
399007,33 LORONG 12 GEYLANG,Jin Dong Hotel,103.87880673682,1.31022734045131
189763,30 Beach Road,JW Marriott Hotel Singapore South Beach,103.855516058723,1.29465290571138
209645,51 DESKER ROAD GOLDEN ROYAL HOTEL,L Hotel @ 51 Desker,103.855250945612,1.30914206986635
218067,195 SERANGOON ROAD BROADWAY HOTEL,L Hotel @ Broadway,103.853224451953,1.30917900212984
398877,41 LORONG 16 GEYLANG LODGE 41,Lodge 41,103.880201803937,1.31152237256803
79908,81 Anson Road,M Hotel Singapore,103.84506021481,1.27368776927434
207398,41 UPPER WELD ROAD HOTEL VR,MACPHERSON HOTEL,103.85371134987,1.30614571109364
18956,1 Bayfront Avenue,Marina Bay Sands Singapore,103.858308388607,1.28233335098225
78857,2 COOK STREET,"Maxwell Reserve Singapore, Autograph Collection",103.844367354691,1.27915221128811
257878,"28 STEVENS ROAD, # 02-01",Mercure Singapore on Stevens,103.828399493406,1.31394109858619
207569,165 Tyrwhitt Road,Mercure Singapore Tyrwhitt,103.860633791231,1.3123170980015
159972,323 Alexandra Road Alexandra Central,Momentus Hotel Alexandra,103.805370079297,1.28757994526013
437761,759 MOUNTBATTEN ROAD SING HOE HOTEL,Mountbatten Hotel,103.891364609207,1.30077539902836
257878,"28 STEVENS ROAD, # 01-01",Novotel Singapore On Stevens,103.828399493406,1.31394109858619
217562,1 Farrer Park Station Road,One Farrer Hotel,103.853842196119,1.31275667459011
218842,2 OWEN ROAD FORTUNA HOTEL,OWEN HOUSE BY HMLET,103.854953210301,1.31170732725136
